id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
882048163388883742,https://www.airbnb.com/rooms/882048163388883742,20231210055146,2023-12-10,city scrape,Home in Bozeman · 3 bedrooms · 2 beds · 2.5 baths,,"In a quiet, residential neighborhood we have ample walking paths, and nearby parks for tiny humans and dogs.",https://a0.muscache.com/pictures/miso/Hosting-882048163388883742/original/e93e2438-868a-4aff-98ac-cb8b283c2d1a.jpeg,59953192,https://www.airbnb.com/users/show/59953192,Ashley,2016-02-22,"Gainesville, FL","Hi! I'm Ashley and I've lived in Bozeman, MT for five years. I enjoy all the hikes and summer vibes that Bozeman has to offer. I strongly believe the summer really is better in the West. In my free time, I'm letterpress printing with historic wood type or doing a home reno project—always keeping busy!",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/51d58474-7aa8-452b-86cd-71377af59cea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/51d58474-7aa8-452b-86cd-71377af59cea.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.70483,-111.09,Entire home,Entire home/apt,5,,2.5 baths,,2,[],$175.00,21,90,21,21,90,90,21.0,90.0,,t,0,0,0,222,2023-12-10,1,1,0,2023-07-29,2023-07-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,0.22
882861196778295786,https://www.airbnb.com/rooms/882861196778295786,20231210055146,2023-12-10,city scrape,Guesthouse in Bozeman · ★5.0 · 1 bedroom · 1 bed · 1 bath,,"South of Main Street filled with some of Bozeman’s most historic residences. Quiet streets lined with mature trees and towering Victorian-era homes distinguish this neighborhood. Residences are generally on smaller lots, with many having multiple units and shared back alley access. The Gallagator Linear Trail meanders throughout, connecting neighbors from Main Street to Kagy.<br /><br />Great for those that want to stay in historic “old Bozeman” and be within walking distance from farmer’s markets and downtown events.<br /><br />1-4 minutes to downtown",https://a0.muscache.com/pictures/70656606-4ded-4974-8737-406a052506d3.jpg,294131716,https://www.airbnb.com/users/show/294131716,Marci,2019-09-11,,"",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/47e72a03-9b4e-400b-b533-9e0ff0e0e51f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/47e72a03-9b4e-400b-b533-9e0ff0e0e51f.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,f,"Bozeman, Montana, United States",Bozeman,,45.67599,-111.0374,Entire guesthouse,Entire home/apt,4,,1 bath,,1,[],$225.00,2,730,2,2,730,730,2.0,730.0,,t,0,0,0,0,2023-12-10,11,11,0,2023-06-19,2023-10-30,5.0,5.0,4.92,4.92,5.0,5.0,4.92,,f,1,1,0,0,1.89
883389619523678266,https://www.airbnb.com/rooms/883389619523678266,20231210055146,2023-12-10,previous scrape,Home in Bozeman · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,,,https://a0.muscache.com/pictures/f3d0bedc-d5cb-48d9-aca9-6e5dcf4e1f08.jpg,478163656,https://www.airbnb.com/users/show/478163656,Steve,2022-09-04,"Bozeman, MT",Always outside on an adventure!,N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/User-478163656/original/571d138b-da49-4a65-8b4c-81c737c9b584.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-478163656/original/571d138b-da49-4a65-8b4c-81c737c9b584.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Bozeman,,45.67683,-111.07824,Entire home,Entire home/apt,6,,2.5 baths,,3,[],$180.00,3,365,3,3,365,365,3.0,365.0,,t,0,0,0,0,2023-12-10,6,6,0,2023-05-27,2023-07-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,0.91
884064750408569156,https://www.airbnb.com/rooms/884064750408569156,20231210055146,2023-12-10,city scrape,Townhouse in Bozeman · 3 bedrooms · 3 beds · 3 baths,,,https://a0.muscache.com/pictures/miso/Hosting-884064750408569156/original/8208385f-d083-4ae3-9fb5-cc19376a64e8.jpeg,485556286,https://www.airbnb.com/users/show/485556286,Barbara,2022-10-29,,"",within a few hours,100%,100%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,2,"['email', 'phone']",f,t,,Bozeman,,45.6475576,-111.0683446,Entire townhouse,Entire home/apt,6,,3 baths,,3,[],$143.00,30,365,30,30,365,365,30.0,365.0,,t,28,58,88,362,2023-12-10,0,0,0,,,,,,,,,,,f,1,1,0,0,
884106583554500961,https://www.airbnb.com/rooms/884106583554500961,20231210055146,2023-12-10,city scrape,Guesthouse in Bozeman · ★5.0 · 2 bedrooms · 3 beds · 1 bath,,"Meyers Lake park is a beautiful, family friendly oasis. There’s a pavilion on the lake, a playground and a creek.",https://a0.muscache.com/pictures/miso/Hosting-884106583554500961/original/6f152ce9-59e7-41a3-a49d-40b8435e3e57.jpeg,42294252,https://www.airbnb.com/users/show/42294252,Ted,2015-08-23,,"I grew up in St. Paul, MN. I moved to Bozeman in 2001 and graduated from MSU. I have owned a construction company in Bozeman since 2006. I enjoy the outdoor lifestyle that Bozeman offers. ",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-42294252/original/84f2bbd6-2c49-4013-8181-06817ea78930.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-42294252/original/84f2bbd6-2c49-4013-8181-06817ea78930.jpeg?aki_policy=profile_x_medium,Valley West,1,1,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.6840083,-111.1008377,Entire guesthouse,Entire home/apt,5,,1 bath,,3,[],$152.00,3,365,3,3,1125,1125,3.0,1125.0,,t,2,27,27,27,2023-12-10,26,26,1,2023-05-26,2023-11-10,5.0,4.96,5.0,4.96,4.92,5.0,4.92,,f,1,1,0,0,3.92
886260834554889974,https://www.airbnb.com/rooms/886260834554889974,20231210055146,2023-12-10,city scrape,Home in Bozeman · 3 bedrooms · 3 beds · 2.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-886260834554889974/original/c59f8d74-535e-4e95-9797-60cdadcd5247.jpeg,392160899,https://www.airbnb.com/users/show/392160899,Amy,2021-03-11,"Bozeman, MT","",within a few hours,100%,100%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Valley West,1,1,['phone'],f,f,,Bozeman,,45.68308,-111.10237,Entire home,Entire home/apt,6,,2.5 baths,,3,[],$325.00,3,365,3,3,365,365,3.0,365.0,,t,0,0,0,184,2023-12-10,1,1,0,2023-08-04,2023-08-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,0.23
886294351568966099,https://www.airbnb.com/rooms/886294351568966099,20231210055146,2023-12-10,previous scrape,Home in Bozeman · 4 bedrooms · 4 beds · 2.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-886294351568966099/original/8f2f12fc-8e1e-4df4-aa89-2c70fd142441.jpeg,147570980,https://www.airbnb.com/users/show/147570980,Catherine,2017-08-24,"Bozeman, MT"," I love traveling, spending time outdoors hiking, reading, playing Zelda, and eating my favorite food the potato. 

I enjoy meeting new people and hearing their stories! ",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/6427c6ea-17b7-4afa-a883-2dd60e19579e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6427c6ea-17b7-4afa-a883-2dd60e19579e.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Bozeman,,45.67086,-111.04061,Entire home,Entire home/apt,7,,2.5 baths,,4,[],$230.00,30,365,30,30,365,365,30.0,365.0,,t,0,0,0,0,2023-12-10,0,0,0,,,,,,,,,,,t,2,2,0,0,
887744083816060888,https://www.airbnb.com/rooms/887744083816060888,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · 2 bedrooms · 3 beds · 2 baths,,,https://a0.muscache.com/pictures/miso/Hosting-887744083816060888/original/33a0c8c4-ec3c-4d01-a1c8-b47397736521.jpeg,13164558,https://www.airbnb.com/users/show/13164558,Nancy,2014-03-15,"Bozeman, MT","",within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/6d899dfe-49d8-4019-92c9-b3da4d88ffbf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6d899dfe-49d8-4019-92c9-b3da4d88ffbf.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,f,,Bozeman,,45.6827098,-111.0226566,Entire rental unit,Entire home/apt,4,,2 baths,,3,[],$275.00,30,365,30,30,365,365,30.0,365.0,,t,30,60,67,206,2023-12-10,0,0,0,,,,,,,,,,,f,1,1,0,0,
888674437339033450,https://www.airbnb.com/rooms/888674437339033450,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · ★5.0 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-888674437339033450/original/a161acc9-1b48-4477-8f40-de3eb581df60.jpeg,87352080,https://www.airbnb.com/users/show/87352080,Rebeccah,2016-08-01,"Bozeman, MT","I live and adventure in beautiful Bozeman, MT with my husband and four children. I'm happy to give recommendations for restaurants, activities, and great local spots to explore!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-87352080/original/85f0837c-94bc-4d29-ba94-852b33851acb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-87352080/original/85f0837c-94bc-4d29-ba94-852b33851acb.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Bozeman,,45.68411,-111.08209,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$105.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,25,51,62,62,2023-12-10,57,57,6,2023-05-19,2023-12-09,5.0,5.0,5.0,5.0,4.96,4.95,4.95,,t,1,1,0,0,8.30
891140402766442171,https://www.airbnb.com/rooms/891140402766442171,20231210055146,2023-12-10,previous scrape,Home in Bozeman · 4 bedrooms · 4 beds · 3 baths,,,https://a0.muscache.com/pictures/miso/Hosting-891140402766442171/original/8695f1fb-62c6-4e36-9898-55394958e1c8.jpeg,5226191,https://www.airbnb.com/users/show/5226191,Harris,2013-02-25,"Bozeman, MT","Long-time Airbnb host & guest! Currently living in Bozeman, MT by way of Alabama, California and New York City. Always up for some live music, ski or surf.",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/4da49cad-cdbc-483c-8611-9c3e8167d7f6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4da49cad-cdbc-483c-8611-9c3e8167d7f6.jpg?aki_policy=profile_x_medium,Shinjuku District,6,70,"['email', 'phone']",t,t,,Bozeman,,45.68169,-111.02565,Entire home,Entire home/apt,6,,3 baths,,4,[],$367.00,3,365,3,3,365,365,3.0,365.0,,f,0,0,0,0,2023-12-10,0,0,0,,,,,,,,,,,t,1,1,0,0,
892145093324142187,https://www.airbnb.com/rooms/892145093324142187,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · ★4.19 · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-892145093324142187/original/81c2e447-8a4a-40f5-b69d-acdd9e43312d.jpeg,492391213,https://www.airbnb.com/users/show/492391213,Jeremy,2022-12-22,,"",within an hour,84%,99%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,3,3,"['email', 'phone']",f,t,,Bozeman,,45.67564,-111.0344,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$197.00,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,0,2023-12-10,15,15,0,2023-05-31,2023-10-01,4.19,4.25,4.88,4.38,4.44,4.81,4.25,,t,3,3,0,0,2.32
894056108618242888,https://www.airbnb.com/rooms/894056108618242888,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · ★4.75 · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-894056108618242888/original/4d198e66-25f4-4d9e-b67c-a6652f5afb6c.jpeg,374218571,https://www.airbnb.com/users/show/374218571,Kelly,2020-11-02,"Bozeman, MT","",N/A,N/A,95%,t,https://a0.muscache.com/im/pictures/user/ee9a932a-2b20-424b-8c3b-47b3b03e44f9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ee9a932a-2b20-424b-8c3b-47b3b03e44f9.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Bozeman,,45.68577,-111.03218,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$198.00,1,1125,1,2,1125,1125,1.3,1125.0,,t,0,0,0,2,2023-12-10,8,8,0,2023-06-07,2023-08-06,4.75,4.63,4.63,5.0,5.0,4.5,4.5,,f,1,1,0,0,1.28
894114177621980481,https://www.airbnb.com/rooms/894114177621980481,20231210055146,2023-12-10,city scrape,Home in Bozeman · 3 bedrooms · 3 beds · 2 baths,,,https://a0.muscache.com/pictures/miso/Hosting-894114177621980481/original/b5ba8d4d-527b-4e73-b9d5-61bcc54cf01e.jpeg,134286069,https://www.airbnb.com/users/show/134286069,Janie,2017-06-09,"Bozeman, MT","",within a day,67%,100%,f,https://a0.muscache.com/im/pictures/user/2cfe3135-5b77-4c35-8ca1-987d44d3f088.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2cfe3135-5b77-4c35-8ca1-987d44d3f088.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,,Bozeman,,45.67508,-111.04504,Entire home,Entire home/apt,6,,2 baths,,3,[],$127.00,31,365,31,31,365,365,31.0,365.0,,t,30,60,90,364,2023-12-10,1,1,0,2023-07-28,2023-07-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.22
894262572544681789,https://www.airbnb.com/rooms/894262572544681789,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · ★4.96 · 2 bedrooms · 2 beds · 1 bath,,"This apt. is located in the heart of downtown Bozeman where the atmosphere is always lively and fun.  Downtown Bozeman is home to a variety of amazing restaurant's that cater to a range of tastes and preferences.  Galleries, unique boutiques and shopping galore just steps away from the apt.",https://a0.muscache.com/pictures/miso/Hosting-894262572544681789/original/e66015ce-1769-46de-9cbf-a60e9c9d48cc.jpeg,510216735,https://www.airbnb.com/users/show/510216735,Sharon,2023-04-15,,"",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/453fe0b7-65a1-4441-9c76-985935ca2239.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/453fe0b7-65a1-4441-9c76-985935ca2239.jpg?aki_policy=profile_x_medium,,2,2,['phone'],t,t,"Bozeman, Montana, United States",Bozeman,,45.67738,-111.0384,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$165.00,2,14,2,2,14,14,2.0,14.0,,t,9,23,39,294,2023-12-10,23,23,2,2023-06-04,2023-11-24,4.96,4.91,5.0,4.87,4.96,4.96,4.91,,f,1,1,0,0,3.63
896384642712866578,https://www.airbnb.com/rooms/896384642712866578,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★5.0 · 3 bedrooms · 4 beds · 2 baths,,,https://a0.muscache.com/pictures/e6732b1f-e853-455b-945a-1e39e1e9a6f5.jpg,161765884,https://www.airbnb.com/users/show/161765884,Ben,2017-12-07,"Bozeman, MT","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/a0115439-a356-4281-aebf-9a1a473e005c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a0115439-a356-4281-aebf-9a1a473e005c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Bozeman,,45.68947219046836,-111.0719965183994,Entire home,Entire home/apt,8,,2 baths,,4,[],$275.00,2,28,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2023-12-10,10,10,3,2023-07-22,2023-12-03,5.0,5.0,4.9,4.9,5.0,5.0,4.9,,t,1,1,0,0,2.11
896458716338470845,https://www.airbnb.com/rooms/896458716338470845,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.89 · 1 bedroom · 1 bed · 1 private bath,,,https://a0.muscache.com/pictures/miso/Hosting-896458716338470845/original/9f1ca9a0-a12d-42bf-bf51-07f6fdffc85c.jpeg,247540892,https://www.airbnb.com/users/show/247540892,Shaun,2019-03-07,"Bozeman, MT","",within an hour,100%,95%,t,https://a0.muscache.com/im/pictures/user/e8178564-7a11-4ccd-b928-81624d092f89.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e8178564-7a11-4ccd-b928-81624d092f89.jpg?aki_policy=profile_x_medium,Valley West,3,4,"['email', 'phone']",t,f,,Bozeman,,45.68036,-111.10201,Private room in home,Private room,2,,1 private bath,,1,[],$61.00,2,365,2,2,365,365,2.0,365.0,,t,0,0,0,0,2023-12-10,8,8,1,2023-08-09,2023-11-17,4.89,5.0,5.0,5.0,5.0,4.89,5.0,,f,3,1,2,0,1.94
897144005237382808,https://www.airbnb.com/rooms/897144005237382808,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★5.0 · 2 bedrooms · 2 beds · 2 baths,,"Best of downtown on the edge of a residential area so you have easy access without the hustle and bustle while also maintaining the ability to get not the highway to drive out of town or walk to explore the city parks, trails and various districts.",https://a0.muscache.com/pictures/miso/Hosting-897144005237382808/original/ddbb7fbf-c480-4963-94d0-bac3e52858d9.jpeg,6931340,https://www.airbnb.com/users/show/6931340,Indra,2013-06-15,"Bozeman, MT",We travel mostly for work but enjoy a chance to get a feel for local scene and appreciate good food and healthy happy people everywhere we are. ,within an hour,100%,96%,t,https://a0.muscache.com/im/users/6931340/profile_pic/1371488173/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6931340/profile_pic/1371488173/original.jpg?aki_policy=profile_x_medium,,2,7,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68185,-111.03916,Entire home,Entire home/apt,4,,2 baths,,2,[],$499.00,1,365,1,2,365,365,1.3,365.0,,t,13,43,64,307,2023-12-10,10,10,0,2023-07-01,2023-10-23,5.0,5.0,4.8,5.0,5.0,4.9,4.7,,f,1,1,0,0,1.84
897810044993822991,https://www.airbnb.com/rooms/897810044993822991,20231210055146,2023-12-10,city scrape,Guesthouse in Bozeman · ★5.0 · 1 bedroom · 1 bed · 1 bath,,"Valley West is one of the most coveted neighborhoods in Bozeman.  With a large pond, numerous parks, and miles of trails, this neighborhood is as friendly as it is beautiful.",https://a0.muscache.com/pictures/prohost-api/Hosting-897810044993822991/original/a931ba0c-c520-4d78-be2e-e3370289a2c2.jpeg,22366054,https://www.airbnb.com/users/show/22366054,Tessa,2014-10-10,"Bozeman, MT","Hi, I’m Tessa. Originally from Missouri, I’ve been in Bozeman since 2010. I'm a mom and Licensed Montana Property Manager (RRE-RPM-LIC-109282).  My husband, Sten, is an Architect. We adore Bozeman and love sharing it with our guests. We love hiking, biking, skiing, camping, riding motorcycles, traveling near and far, and meeting new people. We share our home with our two young children.",within an hour,100%,99%,t,https://a0.muscache.com/im/users/22366054/profile_pic/1412952918/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/22366054/profile_pic/1412952918/original.jpg?aki_policy=profile_x_medium,,17,19,"['email', 'phone', 'work_email']",t,t,"Bozeman, Montana, United States",Bozeman,,45.6798384,-111.1002558,Entire guesthouse,Entire home/apt,2,,1 bath,,1,[],$92.00,2,365,2,2,1125,1125,2.0,1125.0,,t,24,40,70,345,2023-12-10,6,6,0,2023-07-02,2023-10-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,8,8,0,0,1.11
899125019892212651,https://www.airbnb.com/rooms/899125019892212651,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★5.0 · 2 bedrooms · 3 beds · 2 baths,,"The neighborhood has many food and entertainment options. Across the parking lot is Ceremony Salon and Spa and Audreys Pizza & Freefall Brewery. Walking distance to many local favorites including and The Elm music venue, Cats paw bar, Genuine Ice Cream, and Farmers Daughter breakfast cafe. There is also a two food truck parks a short walk away. Downtown is a short six block walk away, to a plethora of shopping and dining options!",https://a0.muscache.com/pictures/miso/Hosting-899125019892212651/original/f8708292-d96f-416d-9f17-049d85fabf72.jpeg,135567233,https://www.airbnb.com/users/show/135567233,Lycurgus,2017-06-17,"Bozeman, MT","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-135567233/original/223482ae-ccd8-4f60-880f-365b96822055.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-135567233/original/223482ae-ccd8-4f60-880f-365b96822055.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.6877567,-111.0472078,Entire home,Entire home/apt,4,,2 baths,,3,[],$133.00,1,1125,1,2,1125,1125,1.3,1125.0,,t,4,19,42,176,2023-12-10,42,42,7,2023-06-16,2023-12-09,5.0,5.0,5.0,4.9,4.95,4.9,4.88,,t,1,1,0,0,7.08
